Student_ID,Gender,Age,Degree,CGPA,10th_Percentage,12th_Percentage,Backlogs,Technical_Skills,Communication_Skills,Aptitude_Score,Coding_Score,Internship,Internship_Months,Certifications,Projects,Attendance,Placement_Training,Preferred_Domain,Placement_Status,Company_Type,Package_LPA
STU0520,Female,23,B.Tech CSE,8.69,86.0,68.3,1,6.0,7.3,48,70,No,0,4,3,84.4,Yes,Software Development,Not Placed,None,0.0
STU0521,Male,20,B.Tech CSE,7.11,62.1,98.0,0,8.4,6.1,79,59,No,0,1,2,86.3,No,Data Analytics,Placed,FinTech,5.4
STU0522,Female,23,B.Sc Networking,8.04,77.6,89.0,2,2.7,8.1,91,69,Yes,4,1,4,81.9,Yes,Software Development,Not Placed,None,0.0
STU0523,Male,21,BCA,5.88,65.0,60.3,1,5.8,8.4,63,55,Yes,6,4,2,81.7,No,Cloud Computing,Not Placed,None,0.0
STU0524,Male,21,B.Sc Computer Science,7.15,61.2,76.6,0,5.5,8.1,80,87,Yes,4,0,2,75.7,Yes,Cloud Computing,Not Placed,None,0.0
STU0525,Male,21,B.Tech CSE,7.62,68.6,67.3,1,5.0,5.6,54,63,Yes,3,0,4,84.7,Yes,Cloud Computing,Placed,IT Services,3.07
STU0526,Female,21,BCA,6.88,87.9,62.8,0,6.7,6.4,58,58,Yes,4,0,2,77.7,Yes,Software Development,Not Placed,None,0.0
STU0527,Female,21,BCA,6.85,85.5,59.3,2,7.6,7.1,73,49,Yes,1,3,0,87.5,No,Data Analytics,Not Placed,None,0.0
STU0528,Female,21,B.Sc Data Science,7.08,78.4,78.8,0,8.1,7.0,79,70,No,0,0,2,85.4,Yes,Cloud Computing,Not Placed,None,0.0
STU0529,Female,22,B.Sc Networking,7.9,60.7,66.5,0,7.4,8.2,84,68,Yes,6,3,3,86.3,Yes,Data Analytics,Placed,IT Services,3.79
STU0530,Male,22,B.Sc Data Science,7.49,74.0,84.6,0,5.9,4.1,90,72,No,0,1,2,97.4,No,Networking,Placed,Consulting,3.93
STU0531,Male,21,B.Tech CSE,5.75,79.0,84.9,0,7.6,7.6,67,48,No,0,0,3,83.7,Yes,Cyber Security,Not Placed,None,0.0
STU0532,Male,22,B.Tech CSE,5.85,77.8,89.1,3,7.2,6.7,85,38,Yes,4,1,1,90.1,Yes,Cyber Security,Not Placed,None,0.0
STU0533,Male,22,BCA,7.13,57.6,64.6,0,8.5,5.8,63,76,No,0,0,3,100.0,Yes,Cyber Security,Not Placed,None,0.0
STU0534,Male,21,B.Sc Networking,8.04,67.1,79.2,0,8.2,6.0,81,90,Yes,3,2,4,94.5,Yes,Software Development,Not Placed,None,0.0
STU0535,Male,21,B.Tech CSE,5.31,75.4,81.0,0,7.0,6.8,71,48,Yes,4,2,3,93.2,Yes,Networking,Not Placed,None,0.0
STU0536,Male,21,B.Tech CSE,7.23,81.4,68.8,2,5.6,2.0,74,92,No,0,2,3,81.5,Yes,Cyber Security,Not Placed,None,0.0
STU0537,Male,21,B.Tech CSE,7.2,54.0,65.5,0,6.0,6.0,74,70,Yes,6,0,1,85.8,No,Networking,Not Placed,None,0.0
STU0538,Female,22,B.Sc Networking,8.83,74.4,91.7,0,6.1,5.8,46,65,Yes,4,2,2,73.5,No,Networking,Not Placed,None,0.0
STU0539,Female,21,B.Tech CSE,7.32,77.4,76.5,0,6.5,7.9,52,58,No,0,3,1,88.0,Yes,Networking,Placed,Startup,2.73
STU0540,Female,21,B.Tech CSE,7.98,84.5,81.0,0,7.4,5.9,69,41,No,0,2,3,86.2,Yes,Data Analytics,Placed,Startup,2.56
STU0541,Male,22,B.Tech IT,7.77,82.9,65.0,0,8.1,6.8,44,82,No,0,3,3,84.2,No,Data Analytics,Placed,Consulting,4.67
STU0542,Male,21,B.Tech CSE,5.84,81.8,60.6,0,6.9,9.4,80,52,No,0,1,5,92.2,No,Data Analytics,Placed,IT Services,4.05
STU0543,Female,22,B.Tech CSE,8.3,68.0,67.7,0,7.0,8.6,80,52,Yes,6,4,1,74.3,No,Software Development,Not Placed,None,0.0
STU0544,Male,21,B.Tech IT,7.83,56.9,72.6,1,7.2,8.5,73,82,Yes,3,1,3,97.1,Yes,Cloud Computing,Placed,Product Company,3.77
STU0545,Male,23,B.Sc Networking,8.08,72.1,62.3,0,6.2,6.4,52,33,No,0,0,3,91.2,No,AI/ML,Not Placed,None,0.0
STU0546,Female,21,B.Sc Computer Science,9.8,86.0,73.9,0,5.5,7.9,87,39,Yes,2,3,3,83.4,No,Software Development,Placed,IT Services,4.65
STU0547,Female,22,B.Sc Networking,5.88,89.9,55.4,0,4.2,6.7,97,65,Yes,4,4,4,82.8,Yes,Software Development,Not Placed,None,0.0
STU0548,Male,22,B.Sc Computer Science,9.12,83.1,61.7,1,5.9,6.8,70,70,Yes,4,2,2,87.8,Yes,Software Development,Placed,IT Services,3.75
STU0549,Male,20,B.Sc Computer Science,7.41,80.3,81.4,2,7.8,7.7,75,73,No,0,1,1,96.2,Yes,Networking,Placed,Product Company,3.84
STU0550,Male,22,B.Sc Networking,7.89,79.8,80.6,0,5.9,6.2,71,60,Yes,3,1,3,84.8,Yes,Cloud Computing,Not Placed,None,0.0
STU0551,Male,23,B.Sc Computer Science,7.61,70.4,69.7,0,6.6,9.3,75,100,No,0,1,2,85.2,No,Software Development,Placed,IT Services,4.62
STU0552,Male,22,B.Sc Networking,7.29,74.7,62.8,0,7.7,6.9,66,61,Yes,2,4,0,84.1,No,Networking,Not Placed,None,0.0
STU0553,Male,22,B.Tech CSE,7.17,92.7,62.7,0,7.8,8.0,68,61,Yes,1,0,2,98.3,No,Networking,Not Placed,None,0.0
STU0554,Male,23,B.Sc Data Science,7.93,66.6,69.9,0,5.3,9.3,81,51,Yes,4,3,2,81.0,No,AI/ML,Not Placed,None,0.0
STU0555,Male,21,B.Sc Networking,6.36,92.1,81.1,0,8.6,8.6,100,67,Yes,1,1,3,83.8,Yes,Software Development,Placed,IT Services,4.11
STU0556,Female,21,B.Sc Data Science,8.29,72.8,84.2,0,8.8,5.0,48,75,No,0,3,2,95.7,Yes,Software Development,Not Placed,None,0.0
STU0557,Female,22,B.Tech IT,7.3,89.3,68.5,2,5.2,7.8,67,85,Yes,3,4,3,85.2,No,Data Analytics,Not Placed,None,0.0
STU0558,Female,21,BCA,6.69,61.9,61.3,0,5.7,8.4,51,40,Yes,3,1,3,93.1,Yes,AI/ML,Not Placed,None,0.0
STU0559,Male,22,B.Sc Networking,7.27,81.9,76.9,0,8.9,8.4,90,61,Yes,6,1,3,76.7,Yes,Cloud Computing,Placed,IT Services,4.87
STU0560,Male,23,B.Tech IT,8.72,68.6,64.9,0,6.8,5.4,60,73,Yes,1,3,5,82.4,Yes,Cyber Security,Placed,Product Company,6.16
STU0561,Male,21,B.Tech CSE,7.19,61.8,68.3,0,3.4,6.1,48,75,Yes,4,2,1,95.9,Yes,Software Development,Not Placed,None,0.0
STU0562,Female,21,B.Tech CSE,7.95,78.2,88.6,0,4.8,8.6,77,65,Yes,1,2,5,78.6,Yes,Cloud Computing,Not Placed,None,0.0
STU0563,Female,22,B.Sc Networking,7.03,86.1,83.1,0,6.6,6.0,92,74,No,0,2,3,82.8,Yes,Networking,Placed,Product Company,4.85
STU0564,Female,21,B.Sc Networking,8.29,67.6,75.7,0,5.1,6.7,77,51,No,0,0,4,86.1,Yes,Software Development,Not Placed,None,0.0
STU0565,Female,22,B.Sc Computer Science,8.23,61.0,60.0,0,6.3,9.5,71,91,Yes,1,3,3,76.1,No,Data Analytics,Not Placed,None,0.0
STU0566,Male,21,BCA,9.22,75.1,76.3,2,7.1,7.0,74,82,Yes,4,0,3,80.7,No,Networking,Not Placed,None,0.0
STU0567,Female,22,BCA,7.5,75.1,85.7,0,9.3,6.0,88,42,Yes,3,4,4,84.9,No,Software Development,Not Placed,None,0.0
STU0568,Female,21,BCA,8.22,81.5,69.9,0,6.5,5.8,56,47,Yes,1,1,4,84.4,Yes,Data Analytics,Placed,Consulting,4.88
STU0569,Male,22,B.Tech CSE,7.73,85.5,88.9,0,8.7,7.6,66,47,No,0,3,2,94.2,No,Software Development,Not Placed,None,0.0
STU0570,Female,21,B.Sc Data Science,8.75,75.4,88.2,0,9.3,5.1,62,77,No,0,1,2,96.3,No,Cyber Security,Placed,Consulting,6.63
STU0571,Male,22,B.Sc Computer Science,7.04,94.6,92.3,0,9.3,6.7,52,43,Yes,4,1,3,77.2,Yes,Cyber Security,Not Placed,None,0.0
STU0572,Male,21,B.Sc Data Science,8.28,78.2,77.4,1,7.5,7.6,63,59,No,0,1,4,84.9,No,Software Development,Not Placed,None,0.0
STU0573,Female,22,BCA,7.48,72.5,80.5,3,3.9,9.0,84,73,Yes,3,3,2,89.4,Yes,AI/ML,Not Placed,None,0.0
STU0574,Male,22,B.Sc Computer Science,7.6,59.9,89.6,2,7.7,8.1,76,64,Yes,4,2,3,96.1,No,Cloud Computing,Not Placed,None,0.0
STU0575,Male,21,BCA,7.73,73.4,78.9,0,8.7,6.0,77,69,Yes,3,4,3,89.7,Yes,Cloud Computing,Placed,Product Company,5.72
STU0576,Male,21,B.Tech IT,7.86,72.6,68.5,1,6.9,8.9,70,47,Yes,2,1,4,86.3,Yes,Software Development,Not Placed,None,0.0
STU0577,Female,20,B.Sc Data Science,7.55,85.6,69.1,0,9.8,6.7,75,75,No,0,2,3,89.3,Yes,Data Analytics,Not Placed,None,0.0
STU0578,Male,22,B.Tech IT,7.83,80.6,76.6,0,8.4,5.2,57,55,Yes,3,3,2,89.4,Yes,Data Analytics,Placed,IT Services,5.51
STU0579,Male,22,B.Sc Computer Science,8.99,64.2,59.8,0,7.9,6.8,64,59,Yes,3,0,5,76.6,Yes,Software Development,Not Placed,None,0.0
STU0580,Female,22,B.Tech IT,8.49,77.7,72.4,1,8.7,9.3,71,69,No,0,1,3,85.5,No,Cloud Computing,Not Placed,None,0.0
STU0581,Female,21,B.Sc Networking,8.39,82.7,86.1,0,7.5,7.3,72,67,No,0,2,4,95.7,No,Cloud Computing,Not Placed,None,0.0
STU0582,Male,21,B.Sc Data Science,7.26,91.3,49.9,0,3.0,7.1,72,65,No,0,1,2,82.3,No,Cyber Security,Not Placed,None,0.0
STU0583,Male,22,B.Tech IT,6.89,84.9,90.9,0,6.2,9.6,66,52,No,0,1,3,85.0,Yes,Cyber Security,Not Placed,None,0.0
STU0584,Female,21,B.Sc Computer Science,8.46,83.6,86.3,0,8.9,5.0,63,60,Yes,3,2,2,82.1,No,Data Analytics,Placed,Product Company,5.58
STU0585,Male,24,B.Tech IT,8.39,76.6,68.9,0,5.7,5.2,100,65,No,0,1,2,65.5,Yes,Data Analytics,Not Placed,None,0.0
STU0586,Female,21,B.Tech IT,8.9,79.9,80.0,2,6.6,4.7,81,42,No,0,2,4,84.2,No,Software Development,Not Placed,None,0.0
STU0587,Female,22,B.Sc Networking,7.14,88.5,74.0,0,5.3,7.7,74,57,No,0,4,3,86.4,Yes,Networking,Placed,IT Services,2.4
STU0588,Female,21,B.Tech CSE,7.45,62.7,87.5,0,9.9,7.3,65,72,No,0,2,3,79.9,Yes,Software Development,Not Placed,None,0.0
STU0589,Female,21,BCA,6.26,72.5,84.8,0,9.7,9.4,62,43,Yes,3,2,2,74.8,No,Data Analytics,Not Placed,None,0.0
STU0590,Female,22,B.Tech CSE,7.32,68.3,58.6,0,5.6,7.5,66,85,No,0,0,3,77.0,No,Software Development,Not Placed,None,0.0
STU0591,Female,22,B.Tech CSE,8.5,79.8,80.5,0,7.2,6.5,72,87,Yes,3,3,3,90.1,Yes,Cloud Computing,Placed,IT Services,5.79
STU0592,Male,24,B.Tech CSE,7.25,88.3,71.7,0,5.9,7.1,42,44,Yes,1,1,3,99.8,No,AI/ML,Not Placed,None,0.0
STU0593,Female,21,B.Tech IT,8.19,70.0,74.9,0,8.0,7.3,46,88,Yes,6,2,2,95.1,Yes,Cyber Security,Placed,IT Services,4.95
STU0594,Female,21,B.Tech IT,7.49,52.1,66.0,0,7.8,4.6,59,63,No,0,5,4,73.2,No,Networking,Not Placed,None,0.0
STU0595,Male,22,B.Sc Networking,7.93,71.9,93.2,0,8.3,10.0,71,72,Yes,1,2,4,90.8,Yes,Data Analytics,Placed,Startup,3.77
STU0596,Female,22,B.Tech CSE,6.67,85.1,85.4,0,7.5,7.9,65,57,Yes,4,2,2,78.7,Yes,AI/ML,Not Placed,None,0.0
STU0597,Male,21,BCA,7.72,81.4,65.9,0,10.0,7.4,89,81,Yes,4,1,2,79.3,Yes,Cloud Computing,Placed,IT Services,3.61
STU0598,Female,20,B.Sc Computer Science,5.11,80.3,59.3,0,5.4,8.0,47,72,No,0,0,3,80.3,Yes,Software Development,Not Placed,None,0.0
STU0599,Female,21,BCA,7.49,73.2,69.8,3,4.3,8.2,57,51,Yes,3,3,3,89.6,No,Software Development,Not Placed,None,0.0
STU0600,Female,23,B.Sc Networking,6.26,63.2,78.8,0,6.4,6.9,89,45,No,0,0,3,91.7,Yes,Software Development,Not Placed,None,0.0
STU0601,Female,21,B.Tech IT,8.68,81.2,76.6,0,4.5,6.2,70,40,No,0,2,3,83.2,Yes,Cyber Security,Placed,IT Services,5.36
STU0602,Female,21,B.Sc Networking,8.31,67.7,87.8,0,4.6,8.0,80,68,Yes,2,0,2,83.4,Yes,Software Development,Placed,IT Services,5.26
STU0603,Female,21,B.Tech CSE,8.05,97.8,82.7,0,5.4,7.7,97,75,Yes,2,3,2,87.7,Yes,Cloud Computing,Placed,Product Company,5.63
STU0604,Female,21,BCA,8.94,81.7,84.7,3,5.5,5.9,58,76,No,0,0,2,88.5,No,Cloud Computing,Placed,IT Services,4.99
STU0605,Female,20,B.Sc Networking,6.84,70.2,77.6,0,5.5,9.2,67,63,No,0,2,1,93.4,Yes,Cloud Computing,Placed,Startup,2.49
STU0606,Female,21,B.Tech IT,9.14,69.9,58.7,0,7.8,7.5,64,45,No,0,2,3,73.7,Yes,Software Development,Placed,Product Company,7.28
STU0607,Female,20,B.Sc Networking,8.44,75.1,71.8,0,6.2,8.2,41,53,Yes,2,1,1,84.2,Yes,Data Analytics,Placed,Product Company,4.28
STU0608,Female,22,BCA,7.45,73.6,85.7,0,6.7,9.2,64,85,No,0,1,5,75.5,Yes,Networking,Not Placed,None,0.0
STU0609,Male,21,B.Tech CSE,8.62,87.2,73.4,1,8.4,7.1,80,57,Yes,4,1,4,83.6,No,Data Analytics,Placed,Product Company,6.77
STU0610,Male,22,B.Sc Networking,6.71,77.9,79.5,0,5.8,7.6,76,67,Yes,3,1,4,82.2,Yes,Data Analytics,Placed,IT Services,3.31
STU0611,Female,23,B.Tech CSE,6.95,68.7,70.5,0,6.6,8.3,77,47,No,0,1,4,83.6,Yes,Networking,Placed,Startup,2.97
STU0612,Male,22,B.Sc Networking,7.13,94.9,62.7,0,7.6,6.0,63,71,Yes,6,1,2,77.6,No,Data Analytics,Not Placed,None,0.0
STU0613,Male,22,BCA,7.2,76.5,72.6,0,3.9,7.2,59,57,No,0,2,4,72.1,Yes,Data Analytics,Placed,Product Company,4.52
STU0614,Female,21,B.Tech CSE,6.75,83.7,77.4,1,3.2,7.3,86,83,No,0,1,1,67.2,No,Software Development,Not Placed,None,0.0
STU0615,Male,21,BCA,8.69,69.9,66.8,0,7.6,5.7,61,78,No,0,5,0,83.0,Yes,Software Development,Not Placed,None,0.0
STU0616,Male,22,B.Sc Networking,7.43,79.6,71.4,0,7.8,10.0,72,57,Yes,6,2,4,80.6,No,Data Analytics,Not Placed,None,0.0
STU0617,Female,24,B.Sc Computer Science,7.95,79.1,63.7,0,10.0,5.0,70,63,Yes,2,0,1,78.6,Yes,AI/ML,Placed,IT Services,3.03
STU0618,Female,22,BCA,7.17,57.1,86.3,0,7.3,5.2,88,56,No,0,1,5,94.6,Yes,Software Development,Placed,Product Company,5.79
STU0619,Male,22,B.Tech CSE,6.1,96.2,70.8,0,8.3,9.1,82,41,Yes,2,3,3,77.1,Yes,Software Development,Placed,Consulting,5.05
STU0620,Male,22,BCA,7.88,88.9,90.0,0,6.7,8.2,50,50,Yes,1,0,4,95.3,No,Software Development,Not Placed,None,0.0
STU0621,Female,21,B.Tech CSE,6.02,72.0,90.8,0,7.5,5.6,51,68,No,0,2,2,97.0,No,Cloud Computing,Not Placed,None,0.0
STU0622,Female,20,B.Sc Data Science,7.59,65.0,73.1,0,9.7,8.0,76,71,Yes,4,2,3,68.4,Yes,Software Development,Not Placed,None,0.0
STU0623,Female,22,B.Sc Computer Science,6.49,79.5,62.9,0,3.6,9.3,67,68,No,0,0,1,84.7,No,Networking,Not Placed,None,0.0
STU0624,Male,23,B.Sc Data Science,9.34,76.9,51.1,3,7.7,7.1,62,60,Yes,4,3,4,80.8,Yes,Cloud Computing,Not Placed,None,0.0
STU0625,Male,21,B.Sc Computer Science,8.42,79.6,57.8,0,10.0,10.0,82,81,Yes,2,1,2,60.7,No,Software Development,Placed,Consulting,6.12
STU0626,Female,22,B.Sc Data Science,7.74,77.9,58.9,0,7.5,4.5,71,66,No,0,1,3,72.4,No,Cloud Computing,Not Placed,None,0.0
STU0627,Female,21,B.Sc Networking,8.72,81.1,89.2,0,9.6,8.1,69,77,No,0,3,2,90.2,Yes,Software Development,Placed,IT Services,6.02
STU0628,Male,22,B.Tech CSE,6.93,90.5,75.3,0,6.0,8.8,79,35,No,0,2,1,100.0,No,Cloud Computing,Not Placed,None,0.0
STU0629,Female,21,B.Sc Computer Science,8.11,81.7,78.3,0,6.9,8.4,63,20,Yes,2,4,3,91.2,Yes,Cloud Computing,Placed,IT Services,3.97
STU0630,Female,21,B.Sc Computer Science,7.82,65.5,49.6,1,7.1,6.8,90,70,No,0,2,2,86.6,Yes,Cyber Security,Not Placed,None,0.0
STU0631,Male,22,B.Tech IT,7.87,89.6,60.8,0,3.5,6.7,57,41,Yes,3,3,4,83.8,Yes,AI/ML,Placed,Consulting,4.8
STU0632,Male,21,B.Tech CSE,8.73,92.4,83.8,0,5.1,7.8,77,61,Yes,2,3,2,97.5,No,Networking,Placed,IT Services,5.77
STU0633,Male,22,B.Sc Networking,8.27,98.0,77.2,0,5.2,8.3,88,60,Yes,4,0,2,100.0,No,Software Development,Not Placed,None,0.0
STU0634,Male,22,B.Sc Networking,7.9,64.8,72.4,0,8.3,8.0,49,92,No,0,3,3,79.3,No,Networking,Not Placed,None,0.0
STU0635,Female,23,B.Tech CSE,6.24,78.4,80.2,0,8.4,8.7,63,72,Yes,1,2,2,68.0,No,Software Development,Placed,Consulting,3.85
STU0636,Female,21,B.Tech CSE,6.83,55.2,92.0,0,7.5,5.6,84,68,Yes,4,0,2,67.2,No,Software Development,Not Placed,None,0.0
STU0637,Male,21,B.Sc Data Science,7.55,81.5,71.6,0,8.3,6.8,84,79,Yes,2,2,4,94.6,Yes,Networking,Placed,IT Services,4.87
STU0638,Female,21,B.Tech CSE,7.73,70.5,74.8,0,6.7,5.7,66,71,Yes,3,0,2,83.6,Yes,Data Analytics,Placed,IT Services,3.63
STU0639,Female,24,B.Sc Data Science,6.69,95.2,76.1,0,8.9,6.5,58,57,Yes,4,3,1,85.5,Yes,Cloud Computing,Placed,IT Services,3.27
STU0640,Female,23,B.Tech CSE,9.7,68.3,98.0,0,7.0,8.6,81,83,No,0,2,2,69.7,Yes,Cloud Computing,Placed,IT Services,4.76
STU0641,Female,22,BCA,8.94,59.1,50.9,0,7.1,7.3,85,46,Yes,2,4,3,78.0,Yes,Cyber Security,Not Placed,None,0.0
STU0642,Female,22,B.Sc Networking,8.16,71.3,81.5,0,6.6,10.0,52,70,No,0,0,3,81.6,Yes,Data Analytics,Not Placed,None,0.0
STU0643,Female,21,B.Tech CSE,7.71,56.2,72.7,0,8.1,7.4,51,39,No,0,2,2,85.7,No,Software Development,Placed,Consulting,5.74
STU0644,Female,22,B.Tech IT,7.47,83.5,80.2,0,6.3,7.2,71,68,Yes,3,1,4,80.8,No,Software Development,Not Placed,None,0.0
STU0645,Female,21,B.Sc Networking,6.84,55.3,66.8,0,8.6,7.3,77,68,No,0,2,0,75.7,Yes,Software Development,Not Placed,None,0.0
STU0646,Male,22,B.Sc Computer Science,7.72,76.3,73.5,0,5.2,6.1,64,93,Yes,2,2,3,77.7,No,Software Development,Not Placed,None,0.0
STU0647,Male,21,B.Sc Data Science,7.87,55.2,81.8,0,5.2,7.0,78,38,No,0,2,2,93.7,Yes,Software Development,Not Placed,None,0.0
STU0648,Male,22,B.Tech IT,6.59,72.8,98.0,0,8.1,8.8,58,55,No,0,3,3,86.0,No,Software Development,Not Placed,None,0.0
STU0649,Male,22,B.Sc Computer Science,7.93,92.4,82.9,0,6.9,7.3,38,79,Yes,1,3,5,88.9,Yes,Software Development,Placed,IT Services,4.72
STU0650,Male,22,B.Sc Computer Science,7.52,79.6,64.7,0,6.3,5.9,62,71,No,0,0,3,76.8,Yes,Data Analytics,Not Placed,None,0.0
STU0651,Female,20,BCA,6.03,67.4,69.3,0,8.4,5.7,69,68,Yes,2,1,5,60.4,No,Data Analytics,Not Placed,None,0.0
STU0652,Male,21,B.Sc Computer Science,6.92,75.7,69.0,1,6.0,6.4,64,49,Yes,2,2,2,79.8,Yes,Software Development,Not Placed,None,0.0
STU0653,Male,21,B.Sc Computer Science,7.3,76.2,54.2,0,6.7,7.2,52,55,No,0,2,0,77.1,Yes,Software Development,Not Placed,None,0.0
STU0654,Male,21,B.Sc Networking,9.25,80.7,70.4,0,9.2,8.9,43,86,Yes,4,0,2,86.8,Yes,Software Development,Placed,Consulting,6.36
STU0655,Female,21,B.Tech CSE,8.12,62.3,82.1,0,9.5,5.1,61,64,Yes,2,2,2,100.0,Yes,Software Development,Not Placed,None,0.0
STU0656,Female,23,B.Sc Computer Science,6.51,81.9,60.0,0,9.5,6.6,81,71,Yes,1,1,2,89.6,No,Software Development,Placed,Consulting,5.38
STU0657,Female,22,B.Tech CSE,8.06,49.0,85.5,0,6.5,7.3,86,63,No,0,1,1,100.0,Yes,AI/ML,Placed,Consulting,4.94
STU0658,Female,21,B.Tech CSE,6.33,69.7,79.4,0,9.0,4.3,85,45,Yes,2,3,3,88.6,No,Data Analytics,Placed,IT Services,4.73
STU0659,Male,21,BCA,8.57,71.1,65.9,0,5.5,5.8,57,81,No,0,1,2,79.0,Yes,AI/ML,Not Placed,None,0.0
STU0660,Male,21,B.Tech IT,7.25,82.3,72.4,0,5.5,6.1,52,74,Yes,3,0,1,86.8,Yes,Data Analytics,Not Placed,None,0.0
STU0661,Female,22,B.Sc Computer Science,7.57,76.2,91.6,0,3.2,5.9,75,100,Yes,2,0,2,98.2,Yes,AI/ML,Not Placed,None,0.0
STU0662,Male,21,B.Sc Data Science,8.78,61.9,82.1,0,9.7,7.4,77,48,No,0,3,4,98.6,No,Data Analytics,Placed,IT Services,3.76
STU0663,Male,23,BCA,6.56,66.2,74.1,0,5.6,6.9,74,79,Yes,4,5,2,79.4,Yes,AI/ML,Placed,Product Company,5.52
STU0664,Female,21,B.Tech CSE,6.46,78.0,71.4,0,6.8,6.3,40,43,No,0,2,4,86.0,Yes,Cloud Computing,Not Placed,None,0.0
STU0665,Female,24,B.Tech IT,7.15,75.2,74.8,0,5.5,7.7,56,68,Yes,1,1,3,72.6,Yes,Cloud Computing,Not Placed,None,0.0
STU0666,Female,22,BCA,8.53,70.2,68.4,0,8.1,9.7,68,82,Yes,3,4,3,90.6,Yes,Software Development,Placed,IT Services,5.46
STU0667,Female,21,B.Sc Networking,6.36,71.2,50.8,0,6.4,9.6,75,30,Yes,1,2,2,96.4,No,AI/ML,Not Placed,None,0.0
STU0668,Female,23,B.Tech IT,5.24,83.0,96.5,0,4.9,4.2,79,62,No,0,3,2,84.3,Yes,Software Development,Not Placed,None,0.0
STU0669,Female,21,B.Tech CSE,7.27,70.8,75.7,0,7.7,8.0,70,55,Yes,4,3,3,78.7,Yes,Networking,Placed,Startup,3.48
STU0670,Female,22,BCA,8.12,75.1,78.4,0,4.7,6.8,73,53,No,0,1,2,86.9,Yes,Software Development,Placed,Startup,4.26
STU0671,Female,21,B.Tech IT,8.67,97.7,73.4,1,5.7,7.3,69,72,Yes,6,1,2,87.3,Yes,Data Analytics,Not Placed,None,0.0
STU0672,Male,22,B.Sc Computer Science,7.26,61.8,65.9,3,3.6,6.5,78,84,No,0,0,1,84.6,Yes,Networking,Not Placed,None,0.0
STU0673,Female,22,B.Tech CSE,7.3,57.5,72.0,0,4.7,7.3,72,63,Yes,6,1,4,85.4,Yes,Data Analytics,Not Placed,None,0.0
STU0674,Male,22,BCA,8.63,83.8,56.4,0,7.3,7.3,69,68,No,0,3,3,82.6,Yes,AI/ML,Placed,IT Services,3.59
STU0675,Female,22,B.Sc Data Science,6.06,69.2,98.0,0,3.9,6.2,64,67,No,0,4,3,92.0,Yes,AI/ML,Not Placed,None,0.0
STU0676,Male,21,BCA,7.32,72.8,60.4,0,4.6,5.8,69,65,No,0,2,3,89.9,Yes,Networking,Not Placed,None,0.0
STU0677,Female,21,B.Sc Computer Science,7.81,68.2,62.6,0,7.0,6.4,75,46,Yes,2,1,4,76.1,No,Networking,Not Placed,None,0.0
STU0678,Female,21,B.Sc Networking,8.03,73.4,69.2,0,6.1,7.5,72,84,Yes,2,0,3,75.9,No,Software Development,Not Placed,None,0.0
STU0679,Male,21,B.Sc Networking,7.22,92.0,88.2,2,10.0,8.0,73,70,Yes,3,0,3,82.0,Yes,Software Development,Placed,Product Company,4.68
STU0680,Male,22,B.Tech IT,7.68,84.0,74.2,0,9.9,8.4,87,72,No,0,1,5,89.9,Yes,Cloud Computing,Not Placed,None,0.0
STU0681,Male,21,BCA,5.53,84.6,60.4,0,5.6,6.4,72,51,Yes,6,1,4,85.2,No,Cyber Security,Not Placed,None,0.0
STU0682,Female,23,B.Tech CSE,7.09,61.8,87.8,0,7.9,7.5,59,57,Yes,3,2,1,78.9,No,Software Development,Not Placed,None,0.0
STU0683,Female,22,B.Sc Networking,8.04,64.5,82.0,1,8.2,8.5,80,62,Yes,4,0,2,86.1,Yes,Cyber Security,Placed,IT Services,5.09
STU0684,Male,22,B.Sc Computer Science,6.82,47.6,79.9,0,6.0,8.8,49,39,Yes,6,5,4,81.4,No,AI/ML,Not Placed,None,0.0
STU0685,Male,21,B.Sc Computer Science,7.7,67.9,81.9,0,4.6,7.0,53,36,Yes,4,1,4,91.0,No,Cloud Computing,Not Placed,None,0.0
STU0686,Male,22,B.Sc Networking,8.03,85.6,98.0,0,7.0,6.8,73,55,No,0,3,3,86.7,Yes,AI/ML,Placed,IT Services,2.84
STU0687,Male,23,B.Sc Networking,7.36,81.2,98.0,1,6.7,7.4,75,74,Yes,3,2,3,81.5,Yes,Data Analytics,Placed,IT Services,3.83
STU0688,Female,21,B.Sc Computer Science,7.79,73.8,66.4,0,6.3,5.4,51,54,No,0,0,3,85.9,No,Software Development,Placed,Product Company,5.51
STU0689,Male,22,B.Sc Computer Science,6.83,75.8,91.9,1,7.7,6.8,63,48,No,0,3,3,94.5,Yes,Software Development,Not Placed,None,0.0
STU0690,Female,22,B.Sc Computer Science,7.47,69.1,78.2,0,5.8,8.2,60,51,Yes,2,2,3,79.4,No,Software Development,Not Placed,None,0.0
STU0691,Female,21,B.Tech IT,8.17,78.0,79.5,0,5.2,8.1,61,57,Yes,4,2,1,87.2,No,Networking,Placed,Product Company,6.01
STU0692,Female,21,B.Tech IT,7.78,83.7,55.4,0,7.2,6.7,81,59,Yes,3,2,5,83.4,No,Data Analytics,Placed,IT Services,4.52
STU0693,Male,21,B.Sc Networking,7.15,59.8,72.1,0,7.6,7.4,78,100,No,0,0,4,87.4,Yes,Cloud Computing,Placed,IT Services,3.45
